NAME,USH18PTRAHAN,USH18PKOH,USH18PLITALIEN,USH18PMATIAS,USH18PGIFFORD,USH18PCHANDLER,USH18PDAS,USH18PBALLINGER,USH18PMALONE,USH18PGOLDER,USH18PBLANK,Pct,SS18PFINEGOLD,SS18PARMANO,SS18PPAYANO,All Others,SS18PBLANK,Total Votes Cast,SS14PLITALIEN,SS14PPAYANO,SS14PRODRIGUEZ,SS14PBLANK,Ward,Pct,SH17PVARGAS,SH17PTOOHEY,All Others,SH17PBLANK,Total Votes Cast,NAMELSAD20,GEOID20
Groton Town Precinct 2,136.0,101.0,69.0,24.0,62.0,41.0,7.0,8.0,14.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Groton Town Precinct 2,25017000860
Groton Town Precinct 3,157.0,146.0,59.0,22.0,98.0,50.0,4.0,7.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Groton Town Precinct 3,25017000861
Harvard Town Precinct 1,189.0,246.0,205.0,103.0,198.0,131.0,12.0,12.0,15.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harvard Town Precinct 1,25027000880
Haverhill City Ward 1 Precinct 1,9.0,35.0,17.0,89.0,9.0,8.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,151.0,118.0,2.0,0.0,271.0,Haverhill City Ward 1 Precinct 1,25009000886
Haverhill City Ward 1 Precinct 2,24.0,77.0,31.0,115.0,22.0,22.0,3.0,4.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,323.0,139.0,1.0,7.0,470.0,Haverhill City Ward 1 Precinct 2,25009000887
Haverhill City Ward 1 Precinct 3,27.0,59.0,27.0,65.0,16.0,17.0,1.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,223.0,198.0,0.0,8.0,429.0,Haverhill City Ward 1 Precinct 3,25009000888
Haverhill City Ward 2 Precinct 1,39.0,64.0,38.0,56.0,34.0,21.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haverhill City Ward 2 Precinct 1,25009000889
Haverhill City Ward 2 Precinct 2,23.0,80.0,38.0,47.0,17.0,14.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haverhill City Ward 2 Precinct 2,25009000890
Haverhill City Ward 2 Precinct 3,7.0,52.0,15.0,93.0,19.0,14.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,183.0,97.0,3.0,0.0,283.0,Haverhill City Ward 2 Precinct 3,25009000891
Haverhill City Ward 3 Precinct 1,3.0,34.0,23.0,148.0,7.0,10.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,208.0,48.0,3.0,0.0,259.0,Haverhill City Ward 3 Precinct 1,25009000892
Haverhill City Ward 3 Precinct 2,24.0,66.0,32.0,55.0,20.0,31.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,257.0,136.0,1.0,3.0,397.0,Haverhill City Ward 3 Precinct 2,25009000893
Haverhill City Ward 3 Precinct 3,27.0,74.0,32.0,107.0,13.0,31.0,1.0,3.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,254.0,194.0,0.0,1.0,449.0,Haverhill City Ward 3 Precinct 3,25009000894
Haverhill City Ward 4 Precinct 1,49.0,129.0,56.0,36.0,42.0,9.0,2.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,348.0,362.0,2.0,0.0,712.0,Haverhill City Ward 4 Precinct 1,25009000895
Haverhill City Ward 4 Precinct 2,39.0,157.0,63.0,39.0,34.0,30.0,5.0,9.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,381.0,426.0,1.0,4.0,812.0,Haverhill City Ward 4 Precinct 2,25009000896
Haverhill City Ward 4 Precinct 3,38.0,120.0,52.0,35.0,36.0,28.0,5.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haverhill City Ward 4 Precinct 3,25009000897
Haverhill City Ward 5 Precinct 1,31.0,137.0,47.0,113.0,28.0,21.0,3.0,4.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,303.0,277.0,1.0,0.0,581.0,Haverhill City Ward 5 Precinct 1,25009000898
Haverhill City Ward 5 Precinct 2,51.0,135.0,82.0,35.0,28.0,9.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haverhill City Ward 5 Precinct 2,25009000899
Haverhill City Ward 5 Precinct 3,63.0,151.0,69.0,34.0,21.0,25.0,3.0,3.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,333.0,496.0,1.0,7.0,837.0,Haverhill City Ward 5 Precinct 3,25009000900
Haverhill City Ward 6 Precinct 1,22.0,80.0,25.0,70.0,18.0,25.0,3.0,6.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,247.0,245.0,1.0,2.0,495.0,Haverhill City Ward 6 Precinct 1,25009000901
Haverhill City Ward 6 Precinct 2,29.0,101.0,49.0,92.0,40.0,29.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,355.0,341.0,5.0,9.0,710.0,Haverhill City Ward 6 Precinct 2,25009000902
Haverhill City Ward 6 Precinct 3,54.0,157.0,54.0,40.0,23.0,21.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,325.0,326.0,3.0,8.0,662.0,Haverhill City Ward 6 Precinct 3,25009000903
Haverhill City Ward 7 Precinct 1,50.0,135.0,60.0,60.0,51.0,25.0,4.0,4.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haverhill City Ward 7 Precinct 1,25009000904
Haverhill City Ward 7 Precinct 2,32.0,85.0,62.0,56.0,26.0,22.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haverhill City Ward 7 Precinct 2,25009000905
Haverhill City Ward 7 Precinct 3,37.0,144.0,49.0,38.0,40.0,28.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haverhill City Ward 7 Precinct 3,25009000906
Hudson Town Precinct 1,67.0,96.0,42.0,6.0,44.0,50.0,3.0,4.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hudson Town Precinct 1,25017000950
Hudson Town Precinct 2,40.0,65.0,39.0,12.0,53.0,40.0,1.0,8.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hudson Town Precinct 2,25017000951
Hudson Town Precinct 3,47.0,101.0,26.0,15.0,67.0,32.0,1.0,1.0,2.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hudson Town Precinct 3,25017000952
Hudson Town Precinct 4,60.0,115.0,38.0,10.0,70.0,67.0,0.0,1.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hudson Town Precinct 4,25017000953
Hudson Town Precinct 5,88.0,149.0,61.0,11.0,89.0,36.0,4.0,2.0,3.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hudson Town Precinct 5,25017000954
Hudson Town Precinct 6,28.0,73.0,31.0,8.0,39.0,31.0,1.0,5.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hudson Town Precinct 6,25017000955
Hudson Town Precinct 7,38.0,70.0,26.0,11.0,35.0,52.0,2.0,5.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hudson Town Precinct 7,25017000956
Lancaster Town Precinct 1,44.0,84.0,80.0,27.0,47.0,15.0,3.0,4.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lancaster Town Precinct 1,25027000972
Lancaster Town Precinct 2,65.0,94.0,78.0,15.0,50.0,14.0,6.0,6.0,2.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lancaster Town Precinct 2,25027000973
Lawrence City Ward A Precinct 1,8.0,36.0,60.0,286.0,4.0,5.0,2.0,4.0,3.0,0.0,4.0,1.0,126.0,82.0,163.0,4.0,37.0,412.0,64.0,146.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward A Precinct 1,25009000975
Lawrence City Ward A Precinct 2,1.0,12.0,45.0,274.0,1.0,3.0,0.0,2.0,0.0,3.0,12.0,2.0,82.0,61.0,126.0,0.0,84.0,353.0,13.0,126.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward A Precinct 2,25009000976
Lawrence City Ward A Precinct 3,15.0,41.0,36.0,217.0,13.0,5.0,6.0,3.0,1.0,1.0,14.0,3.0,81.0,122.0,114.0,0.0,35.0,352.0,47.0,92.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward A Precinct 3,25009000977
Lawrence City Ward A Precinct 4,5.0,24.0,45.0,279.0,8.0,4.0,0.0,6.0,2.0,1.0,8.0,4.0,88.0,115.0,131.0,0.0,48.0,382.0,50.0,118.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward A Precinct 4,25009000978
Lawrence City Ward B Precinct 1,5.0,50.0,63.0,441.0,10.0,7.0,1.0,16.0,1.0,4.0,19.0,1.0,164.0,112.0,198.0,1.0,142.0,617.0,88.0,225.0,32.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward B Precinct 1,25009000979
Lawrence City Ward B Precinct 2,1.0,15.0,21.0,284.0,2.0,6.0,0.0,5.0,3.0,0.0,10.0,2.0,86.0,58.0,113.0,2.0,88.0,347.0,17.0,193.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward B Precinct 2,25009000980
Lawrence City Ward B Precinct 3,4.0,14.0,16.0,343.0,6.0,0.0,0.0,9.0,6.0,0.0,9.0,3.0,108.0,66.0,154.0,0.0,79.0,407.0,28.0,189.0,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward B Precinct 3,25009000981
Lawrence City Ward B Precinct 4,1.0,19.0,58.0,467.0,4.0,4.0,1.0,10.0,1.0,2.0,34.0,4.0,160.0,67.0,154.0,0.0,220.0,601.0,32.0,315.0,37.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward B Precinct 4,25009000982
Lawrence City Ward C Precinct 1,9.0,15.0,16.0,240.0,10.0,4.0,1.0,5.0,2.0,1.0,4.0,1.0,77.0,61.0,123.0,2.0,45.0,308.0,28.0,130.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward C Precinct 1,25009000983
Lawrence City Ward C Precinct 2,18.0,37.0,30.0,315.0,15.0,2.0,0.0,9.0,2.0,5.0,8.0,2.0,125.0,107.0,162.0,1.0,48.0,443.0,68.0,170.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward C Precinct 2,25009000984
Lawrence City Ward C Precinct 3,2.0,18.0,16.0,273.0,3.0,6.0,1.0,6.0,2.0,0.0,9.0,3.0,75.0,48.0,125.0,1.0,87.0,336.0,22.0,162.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward C Precinct 3,25009000985
Lawrence City Ward C Precinct 4,3.0,19.0,29.0,424.0,5.0,4.0,1.0,5.0,0.0,1.0,11.0,4.0,115.0,59.0,193.0,1.0,134.0,502.0,35.0,194.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward C Precinct 4,25009000986
Lawrence City Ward D Precinct 1,14.0,31.0,43.0,270.0,9.0,3.0,1.0,5.0,1.0,0.0,3.0,1.0,99.0,113.0,133.0,0.0,35.0,380.0,34.0,138.0,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward D Precinct 1,25009000987
Lawrence City Ward D Precinct 2,1.0,8.0,21.0,324.0,6.0,4.0,1.0,5.0,1.0,1.0,4.0,2.0,81.0,112.0,129.0,0.0,54.0,376.0,23.0,191.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward D Precinct 2,25009000988
Lawrence City Ward D Precinct 3,2.0,9.0,19.0,273.0,5.0,4.0,0.0,7.0,4.0,2.0,10.0,3.0,85.0,64.0,99.0,5.0,82.0,335.0,18.0,152.0,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward D Precinct 3,25009000989
Lawrence City Ward D Precinct 4,1.0,15.0,20.0,250.0,6.0,3.0,0.0,6.0,1.0,1.0,13.0,4.0,87.0,58.0,100.0,1.0,71.0,317.0,14.0,147.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward D Precinct 4,25009000990
Lawrence City Ward E Precinct 1,38.0,110.0,82.0,256.0,18.0,5.0,1.0,19.0,4.0,4.0,22.0,1.0,205.0,164.0,149.0,0.0,41.0,559.0,170.0,134.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward E Precinct 1,25009000991
Lawrence City Ward E Precinct 2,33.0,109.0,87.0,308.0,12.0,6.0,1.0,10.0,1.0,0.0,14.0,2.0,191.0,218.0,128.0,2.0,44.0,583.0,133.0,135.0,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward E Precinct 2,25009000992
Lawrence City Ward E Precinct 3,9.0,38.0,43.0,222.0,12.0,6.0,2.0,6.0,0.0,1.0,10.0,3.0,112.0,90.0,96.0,0.0,52.0,350.0,55.0,128.0,25.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward E Precinct 3,25009000993
Lawrence City Ward E Precinct 4,12.0,40.0,48.0,313.0,7.0,4.0,0.0,12.0,5.0,2.0,25.0,4.0,149.0,90.0,140.0,1.0,89.0,469.0,50.0,156.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward E Precinct 4,25009000994
Lawrence City Ward F Precinct 1,26.0,106.0,74.0,162.0,17.0,5.0,2.0,14.0,2.0,1.0,16.0,1.0,157.0,141.0,88.0,3.0,36.0,425.0,153.0,95.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward F Precinct 1,25009000995
Lawrence City Ward F Precinct 2,4.0,22.0,35.0,249.0,6.0,4.0,0.0,12.0,1.0,3.0,9.0,2.0,100.0,56.0,139.0,1.0,50.0,346.0,25.0,113.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward F Precinct 2,25009000996
Lawrence City Ward F Precinct 3,4.0,21.0,40.0,262.0,8.0,10.0,1.0,7.0,0.0,0.0,13.0,3.0,93.0,74.0,122.0,0.0,77.0,366.0,19.0,115.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward F Precinct 3,25009000997
Lawrence City Ward F Precinct 4,15.0,62.0,48.0,196.0,8.0,6.0,0.0,10.0,0.0,2.0,12.0,4.0,107.0,105.0,102.0,1.0,45.0,360.0,66.0,127.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lawrence City Ward F Precinct 4,25009000998
Littleton Town Precinct 1,138.0,81.0,85.0,32.0,73.0,37.0,14.0,3.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Littleton Town Precinct 1,25017001033
Littleton Town Precinct 2,142.0,76.0,75.0,24.0,57.0,42.0,5.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Littleton Town Precinct 2,25017001034
Littleton Town Precinct 3,120.0,76.0,101.0,18.0,44.0,29.0,8.0,4.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Littleton Town Precinct 3,25017001035
Lowell City Ward 1 Precinct 1,88.0,15.0,10.0,29.0,38.0,5.0,8.0,10.0,9.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 1 Precinct 1,25017001041
Lowell City Ward 1 Precinct 2,516.0,78.0,58.0,24.0,156.0,10.0,27.0,20.0,16.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 1 Precinct 2,25017001042
Lowell City Ward 1 Precinct 3,367.0,87.0,48.0,19.0,144.0,12.0,37.0,8.0,15.0,4.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 1 Precinct 3,25017001043
Lowell City Ward 10 Precinct 1,96.0,32.0,15.0,14.0,56.0,13.0,8.0,9.0,42.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 10 Precinct 1,25017001044
Lowell City Ward 10 Precinct 2,34.0,17.0,6.0,17.0,21.0,3.0,8.0,5.0,7.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 10 Precinct 2,25017001045
Lowell City Ward 10 Precinct 3,29.0,8.0,6.0,27.0,18.0,12.0,7.0,3.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 10 Precinct 3,25017001046
Lowell City Ward 11 Precinct 1,108.0,31.0,12.0,19.0,53.0,16.0,11.0,5.0,23.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 11 Precinct 1,25017001047
Lowell City Ward 11 Precinct 2,127.0,34.0,30.0,20.0,62.0,17.0,8.0,9.0,6.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 11 Precinct 2,25017001048
Lowell City Ward 11 Precinct 3,149.0,40.0,27.0,18.0,70.0,11.0,11.0,12.0,9.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 11 Precinct 3,25017001049
Lowell City Ward 2 Precinct 1,33.0,13.0,11.0,25.0,21.0,6.0,6.0,2.0,5.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 2 Precinct 1,25017001050
Lowell City Ward 2 Precinct 2,29.0,17.0,14.0,50.0,34.0,8.0,6.0,13.0,21.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 2 Precinct 2,25017001051
Lowell City Ward 2 Precinct 3,106.0,68.0,28.0,77.0,113.0,41.0,21.0,8.0,25.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 2 Precinct 3,25017001052
Lowell City Ward 3 Precinct 1,115.0,27.0,12.0,19.0,75.0,9.0,13.0,3.0,26.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 3 Precinct 1,25017001053
Lowell City Ward 3 Precinct 2,61.0,20.0,6.0,19.0,77.0,9.0,4.0,2.0,43.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 3 Precinct 2,25017001054
Lowell City Ward 3 Precinct 3,71.0,16.0,12.0,8.0,76.0,9.0,3.0,13.0,51.0,3.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 3 Precinct 3,25017001055
Lowell City Ward 4 Precinct 1,121.0,37.0,9.0,17.0,111.0,11.0,9.0,12.0,61.0,3.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 4 Precinct 1,25017001056
Lowell City Ward 4 Precinct 2,32.0,25.0,6.0,9.0,42.0,5.0,6.0,10.0,57.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 4 Precinct 2,25017001057
Lowell City Ward 4 Precinct 3,47.0,16.0,17.0,27.0,38.0,9.0,9.0,9.0,19.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 4 Precinct 3,25017001058
Lowell City Ward 5 Precinct 1,101.0,29.0,14.0,19.0,48.0,2.0,14.0,4.0,14.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 5 Precinct 1,25017001059
Lowell City Ward 5 Precinct 2,61.0,17.0,6.0,25.0,39.0,6.0,6.0,7.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 5 Precinct 2,25017001060
Lowell City Ward 5 Precinct 3,113.0,21.0,15.0,13.0,31.0,9.0,6.0,9.0,16.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 5 Precinct 3,25017001061
Lowell City Ward 6 Precinct 1,153.0,37.0,25.0,17.0,78.0,9.0,20.0,17.0,14.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 6 Precinct 1,25017001062
Lowell City Ward 6 Precinct 2,160.0,42.0,30.0,12.0,84.0,13.0,22.0,9.0,16.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 6 Precinct 2,25017001063
Lowell City Ward 6 Precinct 3,146.0,33.0,25.0,12.0,51.0,16.0,51.0,7.0,11.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 6 Precinct 3,25017001064
Lowell City Ward 7 Precinct 1,56.0,18.0,9.0,23.0,32.0,11.0,5.0,9.0,21.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 7 Precinct 1,25017001065
Lowell City Ward 7 Precinct 2,43.0,29.0,16.0,36.0,70.0,15.0,6.0,8.0,22.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 7 Precinct 2,25017001066
Lowell City Ward 7 Precinct 3,32.0,12.0,3.0,10.0,42.0,5.0,7.0,10.0,37.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 7 Precinct 3,25017001067
Lowell City Ward 8 Precinct 1,112.0,18.0,21.0,21.0,78.0,12.0,12.0,5.0,11.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lowell City Ward 8 Precinct 1,25017001068
